1.63675, -0.464216, 0.556149, 0.941659, 0.279636, 0.187302, 
1.64277, -0.485366, 0.557462, 0.951313, 0.243321, 0.189205, 
1.63114, -0.464475, 0.578822, 0.894771, 0.282445, 0.345846, 
1.63686, -0.485483, 0.58119, 0.912058, 0.208732, 0.352961, 
1.64643, -0.506777, 0.558088, 0.980485, 0.0245783, 0.195053, 
1.64029, -0.506777, 0.58261, 0.932344, 0.0260021, 0.360636, 
1.64643, -0.506777, 0.558088, 0.980485, 0.0245783, 0.195053, 
1.64643, -0.485489, 0.533086, 0.967739, 0.2068, 0.143931, 
1.65019, -0.506777, 0.532843, 0.988765, 0.025643, 0.147264, 
1.64643, -0.485489, 0.533086, 0.967739, 0.2068, 0.143931, 
1.64277, -0.485366, 0.557462, 0.951313, 0.243321, 0.189205, 
1.64029, -0.464475, 0.532844, 0.949872, 0.279102, 0.140876, 
1.61992, -0.463958, 0.599515, 0.797541, 0.28274, 0.532904, 
1.62512, -0.485166, 0.602988, 0.806029, 0.245471, 0.538574, 
1.6051, -0.464475, 0.617801, 0.678281, 0.282612, 0.678281, 
1.60947, -0.485483, 0.622176, 0.691533, 0.208738, 0.691528, 
1.62825, -0.506777, 0.605081, 0.831233, 0.0239334, 0.555409, 
1.6121, -0.506777, 0.624801, 0.706869, 0.026017, 0.706866, 
1.62825, -0.506777, 0.605081, 0.831233, 0.0239334, 0.555409, 
1.63686, -0.485483, 0.58119, 0.912058, 0.208732, 0.352961, 
1.64029, -0.506777, 0.58261, 0.932344, 0.0260021, 0.360636, 
1.63686, -0.485483, 0.58119, 0.912058, 0.208732, 0.352961, 
1.62512, -0.485166, 0.602988, 0.806029, 0.245471, 0.538574, 
1.63114, -0.464475, 0.578822, 0.894771, 0.282445, 0.345846, 
1.58681, -0.463958, 0.632624, 0.532898, 0.282752, 0.797541, 
1.59028, -0.485166, 0.637822, 0.538572, 0.245473, 0.806029, 
1.56612, -0.464475, 0.643846, 0.367083, 0.282615, 0.886216, 
1.56848, -0.485483, 0.649562, 0.374253, 0.208738, 0.903528, 
1.59238, -0.506777, 0.640954, 0.555411, 0.0239331, 0.831231, 
1.56991, -0.506777, 0.652992, 0.382553, 0.0260149, 0.923567, 
1.59238, -0.506777, 0.640954, 0.555411, 0.0239331, 0.831231, 
1.60947, -0.485483, 0.622176, 0.691533, 0.208738, 0.691528, 
1.6121, -0.506777, 0.624801, 0.706869, 0.026017, 0.706866, 
1.60947, -0.485483, 0.622176, 0.691533, 0.208738, 0.691528, 
1.59028, -0.485166, 0.637822, 0.538572, 0.245473, 0.806029, 
1.6051, -0.464475, 0.617801, 0.678281, 0.282612, 0.678281, 
1.54355, -0.463958, 0.650543, 0.187128, 0.282747, 0.940764, 
1.54477, -0.485166, 0.656675, 0.189121, 0.245475, 0.950776, 
1.52014, -0.464475, 0.652992, -0.0228903, 0.282451, 0.959008, 
1.52014, -0.485483, 0.659179, -0.0229343, 0.208736, 0.977703, 
1.5455, -0.506777, 0.660369, 0.195034, 0.0239336, 0.980504, 
1.52014, -0.506777, 0.662891, -0.0236064, 0.0260069, 0.999383, 
1.5455, -0.506777, 0.660369, 0.195034, 0.0239336, 0.980504, 
1.56848, -0.485483, 0.649562, 0.374253, 0.208738, 0.903528, 
1.56991, -0.506777, 0.652992, 0.382553, 0.0260149, 0.923567, 
1.56848, -0.485483, 0.649562, 0.374253, 0.208738, 0.903528, 
1.54477, -0.485166, 0.656675, 0.189121, 0.245475, 0.950776, 
1.56612, -0.464475, 0.643846, 0.367083, 0.282615, 0.886216, 
1.49704, -0.464216, 0.649502, -0.187307, 0.279632, 0.941659, 
1.49595, -0.485367, 0.655566, -0.189247, 0.24332, 0.951305, 
1.47416, -0.464475, 0.643846, -0.233357, 0.279099, 0.931476, 
1.47203, -0.485489, 0.649611, -0.237369, 0.206797, 0.949153, 
1.49513, -0.506777, 0.659179, -0.195011, 0.0245784, 0.980493, 
1.47037, -0.506777, 0.652992, -0.242335, 0.0256449, 0.969854, 
1.49513, -0.506777, 0.659179, -0.195011, 0.0245784, 0.980493, 
1.52014, -0.485483, 0.659179, -0.0229343, 0.208736, 0.977703, 
1.52014, -0.506777, 0.662891, -0.0236064, 0.0260069, 0.999383, 
1.52014, -0.485483, 0.659179, -0.0229343, 0.208736, 0.977703, 
1.49595, -0.485367, 0.655566, -0.189247, 0.24332, 0.951305, 
1.52014, -0.464475, 0.652992, -0.0228903, 0.282451, 0.959008, 
1.64643, -0.506777, 0.558088, 0.980485, 0.0245783, 0.195053, 
1.63789, -0.528466, 0.581618, 0.915035, -0.19202, 0.354739, 
1.64029, -0.506777, 0.58261, 0.932344, 0.0260021, 0.360636, 
1.63789, -0.528466, 0.581618, 0.915035, -0.19202, 0.354739, 
1.64378, -0.528708, 0.557693, 0.94668, -0.261402, 0.188322, 
1.63114, -0.549079, 0.578822, 0.847079, -0.418573, 0.327497, 
1.6366, -0.549533, 0.556103, 0.852407, -0.494633, 0.16953, 
1.64378, -0.528708, 0.557693, 0.94668, -0.261402, 0.188322, 
1.64029, -0.549079, 0.532843, 0.900162, -0.414519, 0.133726, 
1.64751, -0.528447, 0.533296, 0.970989, -0.189736, 0.145539, 
1.64643, -0.506777, 0.558088, 0.980485, 0.0245783, 0.195053, 
1.65019, -0.506777, 0.532843, 0.988765, 0.025643, 0.147264, 
1.62825, -0.506777, 0.605081, 0.831233, 0.0239334, 0.555409, 
1.61026, -0.528466, 0.622967, 0.6939, -0.192374, 0.693898, 
1.6121, -0.506777, 0.624801, 0.706869, 0.026017, 0.706866, 
1.61026, -0.528466, 0.622967, 0.6939, -0.192374, 0.693898, 
1.62594, -0.528983, 0.603536, 0.801764, -0.264913, 0.535719, 
1.6051, -0.549079, 0.617801, 0.642094, -0.418849, 0.642091, 
1.61966, -0.549987, 0.599339, 0.720304, -0.499516, 0.481295, 
1.62594, -0.528983, 0.603536, 0.801764, -0.264913, 0.535719, 
1.63114, -0.549079, 0.578822, 0.847079, -0.418573, 0.327497, 
1.63789, -0.528466, 0.581618, 0.915035, -0.19202, 0.354739, 
1.62825, -0.506777, 0.605081, 0.831233, 0.0239334, 0.555409, 
1.64029, -0.506777, 0.58261, 0.932344, 0.0260021, 0.360636, 
1.59238, -0.506777, 0.640954, 0.555411, 0.0239331, 0.831231, 
1.56891, -0.528466, 0.650596, 0.375536, -0.192371, 0.906624, 
1.56991, -0.506777, 0.652992, 0.382553, 0.0260149, 0.923567, 
1.56891, -0.528466, 0.650596, 0.375536, -0.192371, 0.906624, 
1.59083, -0.528983, 0.638642, 0.535722, -0.264914, 0.801762, 
1.56612, -0.549079, 0.643846, 0.347497, -0.41885, 0.838934, 
1.58663, -0.549987, 0.632361, 0.481294, -0.499518, 0.720304, 
1.59083, -0.528983, 0.638642, 0.535722, -0.264914, 0.801762, 
1.6051, -0.549079, 0.617801, 0.642094, -0.418849, 0.642091, 
1.61026, -0.528466, 0.622967, 0.6939, -0.192374, 0.693898, 
1.59238, -0.506777, 0.640954, 0.555411, 0.0239331, 0.831231, 
1.6121, -0.506777, 0.624801, 0.706869, 0.026017, 0.706866, 
1.5455, -0.506777, 0.660369, 0.195034, 0.0239336, 0.980504, 
1.52014, -0.528466, 0.660298, -0.022433, -0.192024, 0.981134, 
1.52014, -0.506777, 0.662891, -0.0236064, 0.0260069, 0.999383, 
1.52014, -0.528466, 0.660298, -0.022433, -0.192024, 0.981134, 
1.54496, -0.528983, 0.657642, 0.18812, -0.264914, 0.945744, 
1.52014, -0.549079, 0.652992, -0.0215949, -0.418574, 0.907926, 
1.54349, -0.549987, 0.650233, 0.169007, -0.499517, 0.849659, 
1.54496, -0.528983, 0.657642, 0.18812, -0.264914, 0.945744, 
1.56612, -0.549079, 0.643846, 0.347497, -0.41885, 0.838934, 
1.56891, -0.528466, 0.650596, 0.375536, -0.192371, 0.906624, 
1.5455, -0.506777, 0.660369, 0.195034, 0.0239336, 0.980504, 
1.56991, -0.506777, 0.652992, 0.382553, 0.0260149, 0.923567, 
1.49513, -0.506777, 0.659179, -0.195011, 0.0245784, 0.980493, 
1.47181, -0.528447, 0.650691, -0.237122, -0.189734, 0.952772, 
1.47037, -0.506777, 0.652992, -0.242335, 0.0256449, 0.969854, 
1.47181, -0.528447, 0.650691, -0.237122, -0.189734, 0.952772, 
1.49578, -0.528708, 0.656581, -0.188291, -0.261405, 0.946686, 
1.47416, -0.549079, 0.643846, -0.220931, -0.414519, 0.882816, 
1.49706, -0.549533, 0.649344, -0.169573, -0.494632, 0.852399, 
1.49578, -0.528708, 0.656581, -0.188291, -0.261405, 0.946686, 
1.52014, -0.549079, 0.652992, -0.0215949, -0.418574, 0.907926, 
1.52014, -0.528466, 0.660298, -0.022433, -0.192024, 0.981134, 
1.49513, -0.506777, 0.659179, -0.195011, 0.0245784, 0.980493, 
1.52014, -0.506777, 0.662891, -0.0236064, 0.0260069, 0.999383, 
1.6366, -0.549533, 0.556103, 0.852407, -0.494633, 0.16953, 
1.61909, -0.567665, 0.57383, 0.744215, -0.603481, 0.286277, 
1.63114, -0.549079, 0.578822, 0.847079, -0.418573, 0.327497, 
1.61909, -0.567665, 0.57383, 0.744215, -0.603481, 0.286277, 
1.62384, -0.5681, 0.553648, 0.763116, -0.628203, 0.151703, 
1.6051, -0.584941, 0.568034, 0.701287, -0.66001, 0.269413, 
1.60911, -0.585371, 0.550595, 0.739596, -0.656776, 0.147117, 
1.62384, -0.5681, 0.553648, 0.763116, -0.628203, 0.151703, 
1.6121, -0.584941, 0.532843, 0.747371, -0.655466, 0.108626, 
1.62721, -0.567644, 0.533062, 0.792141, -0.599352, 0.115284, 
1.6366, -0.549533, 0.556103, 0.852407, -0.494633, 0.16953, 
1.64029, -0.549079, 0.532843, 0.900162, -0.414519, 0.133726, 
1.61966, -0.549987, 0.599339, 0.720304, -0.499516, 0.481295, 
1.59587, -0.567665, 0.608577, 0.563601, -0.603911, 0.563601, 
1.6051, -0.549079, 0.617801, 0.642094, -0.418849, 0.642091, 
1.59587, -0.567665, 0.608577, 0.563601, -0.603911, 0.563601, 
1.60866, -0.56861, 0.591989, 0.64358, -0.633153, 0.430025, 
1.58516, -0.584941, 0.597867, 0.530913, -0.660501, 0.530913, 
1.59602, -0.585801, 0.583547, 0.622993, -0.662269, 0.416268, 
1.60866, -0.56861, 0.591989, 0.64358, -0.633153, 0.430025, 
1.6051, -0.584941, 0.568034, 0.701287, -0.66001, 0.269413, 
1.61909, -0.567665, 0.57383, 0.744215, -0.603481, 0.286277, 
1.61966, -0.549987, 0.599339, 0.720304, -0.499516, 0.481295, 
1.63114, -0.549079, 0.578822, 0.847079, -0.418573, 0.327497, 
1.58663, -0.549987, 0.632361, 0.481294, -0.499518, 0.720304, 
1.56112, -0.567665, 0.631794, 0.305018, -0.603912, 0.736379, 
1.56612, -0.549079, 0.643846, 0.347497, -0.41885, 0.838934, 
1.56112, -0.567665, 0.631794, 0.305018, -0.603912, 0.736379, 
1.57928, -0.56861, 0.621361, 0.430025, -0.633154, 0.64358, 
1.55533, -0.584941, 0.617801, 0.287328, -0.660502, 0.693672, 
1.57084, -0.585801, 0.608727, 0.416271, -0.662266, 0.622995, 
1.57928, -0.56861, 0.621361, 0.430025, -0.633154, 0.64358, 
1.58516, -0.584941, 0.597867, 0.530913, -0.660501, 0.530913, 
1.59587, -0.567665, 0.608577, 0.563601, -0.603911, 0.563601, 
1.58663, -0.549987, 0.632361, 0.481294, -0.499518, 0.720304, 
1.6051, -0.549079, 0.617801, 0.642094, -0.418849, 0.642091, 
1.54349, -0.549987, 0.650233, 0.169007, -0.499517, 0.849659, 
1.52014, -0.567665, 0.639947, -0.0203118, -0.603479, 0.79712, 
1.52014, -0.549079, 0.652992, -0.0215949, -0.418574, 0.907926, 
1.52014, -0.567665, 0.639947, -0.0203118, -0.603479, 0.79712, 
1.54091, -0.56861, 0.637258, 0.151007, -0.633154, 0.759152, 
1.52014, -0.584941, 0.624801, -0.0194647, -0.660012, 0.751003, 
1.53794, -0.585801, 0.622354, 0.146175, -0.66227, 0.734869, 
1.54091, -0.56861, 0.637258, 0.151007, -0.633154, 0.759152, 
1.55533, -0.584941, 0.617801, 0.287328, -0.660502, 0.693672, 
1.56112, -0.567665, 0.631794, 0.305018, -0.603912, 0.736379, 
1.54349, -0.549987, 0.650233, 0.169007, -0.499517, 0.849659, 
